SaleID,Date,ProductID,CustomerID,EmployeeID,Quantity,UnitPrice,Discount
606,2024-10-14,4,161,22,1,100,0.25
607,2023-06-17,12,127,1,13,50,0.0
608,2023-06-19,20,82,17,1,50,0.05
609,2024-01-28,18,147,11,8,100,0.05
610,2024-09-25,17,239,10,4,150,0.05
611,2023-07-13,19,84,19,5,200,0.1
612,2024-05-31,9,113,14,8,150,0.0
613,2023-01-29,4,225,10,5,75,0.25
614,2023-06-14,2,243,15,10,200,0.25
615,2024-02-26,4,143,19,4,150,0.05
616,2023-12-05,2,41,4,12,100,0.0
617,2024-10-09,15,258,2,6,75,0.0
618,2024-05-10,2,285,9,13,75,0.0
619,2023-12-31,4,105,10,12,75,0.15
620,2023-12-08,6,202,11,5,200,0.15
621,2024-05-14,7,266,14,14,50,0.05
622,2024-10-18,10,210,7,7,200,0.0
623,2024-05-25,19,51,23,14,150,0.0
624,2023-11-23,19,118,15,10,50,0.25
625,2023-08-05,12,201,22,7,150,0.25
626,2023-10-28,3,39,19,13,50,0.05
627,2023-05-12,13,28,22,4,200,0.0
628,2023-03-11,18,259,15,12,75,0.05
629,2023-09-09,8,84,24,13,100,0.25
630,2024-02-19,15,155,8,5,75,0.25
631,2024-03-20,1,117,11,13,200,0.15
632,2023-07-01,3,2,9,3,50,0.05
633,2023-06-16,8,93,15,4,75,0.05
634,2023-04-01,4,166,1,14,200,0.0
635,2024-12-14,16,296,1,4,150,0.0
636,2024-06-14,10,258,19,3,100,0.15
637,2023-02-08,12,81,3,13,75,0.1
638,2023-05-06,14,268,10,10,50,0.1
639,2024-03-26,14,235,8,5,150,0.1
640,2023-06-22,2,213,15,5,200,0.05
641,2024-10-14,5,62,10,11,100,0.05
642,2023-08-08,5,49,1,7,50,0.25
643,2024-09-29,6,127,18,4,200,0.05
644,2023-02-27,13,223,2,13,200,0.05
645,2024-10-21,9,279,19,4,75,0.05
646,2024-04-20,15,294,13,9,75,0.15
647,2024-03-31,14,284,22,6,50,0.05
648,2023-12-27,7,277,1,4,200,0.0
649,2023-01-01,20,107,2,2,75,0.0
650,2024-01-22,2,146,16,6,100,0.25
651,2023-12-14,7,99,15,2,100,0.15
652,2023-07-09,6,73,13,5,200,0.0
653,2024-05-19,17,122,16,6,75,0.15
654,2023-07-10,2,30,17,4,50,0.15
655,2024-05-22,3,188,21,14,50,0.25
656,2024-01-04,5,288,7,13,50,0.15
657,2024-02-13,5,195,24,3,100,0.05
658,2023-04-27,1,156,17,7,75,0.15
659,2023-05-14,8,172,7,2,75,0.25
660,2023-02-27,12,41,13,13,100,0.25
661,2024-07-09,4,63,5,11,50,0.25
662,2024-11-15,13,23,17,14,50,0.0
663,2024-11-02,15,75,3,6,200,0.05
664,2023-06-22,11,48,7,13,150,0.0
665,2023-05-29,10,160,17,4,75,0.1
666,2023-03-21,3,118,7,6,75,0.05
667,2023-08-01,14,100,21,4,75,0.15
668,2023-07-22,16,167,1,4,150,0.25
669,2023-08-17,10,290,17,4,200,0.1
670,2024-11-06,10,156,17,9,150,0.05
671,2023-08-15,12,7,11,7,50,0.0
672,2024-10-20,9,196,25,3,50,0.25
673,2024-06-15,1,56,3,3,75,0.0
674,2024-03-16,5,193,15,6,100,0.05
675,2024-02-06,20,47,21,6,75,0.05
676,2023-02-16,8,148,11,4,100,0.1
677,2023-08-21,11,275,16,9,150,0.15
678,2023-11-01,12,157,25,4,50,0.0
679,2024-06-09,1,202,22,9,100,0.1
680,2023-05-23,20,126,9,4,150,0.25
681,2024-02-19,11,294,24,2,50,0.15
682,2024-05-27,5,64,24,2,100,0.1
683,2024-01-08,15,176,1,5,75,0.0
684,2024-07-19,5,116,25,4,75,0.05
685,2023-09-16,12,204,22,7,75,0.25
686,2024-10-17,5,31,16,14,150,0.0
687,2024-04-15,17,113,9,11,75,0.15
688,2023-01-12,17,67,19,5,200,0.15
689,2023-11-26,12,75,12,6,50,0.05
690,2023-12-24,15,45,19,10,150,0.05
691,2024-02-12,15,260,22,4,75,0.25
692,2024-10-29,6,154,9,13,50,0.25
693,2024-01-08,12,155,7,12,100,0.05
694,2023-01-08,20,234,14,2,75,0.05
695,2023-05-02,18,51,19,13,50,0.15
696,2023-12-14,14,262,19,10,200,0.05
697,2024-11-06,2,125,2,9,100,0.1
698,2023-03-31,9,245,9,10,200,0.0
699,2024-10-09,5,30,13,7,50,0.05
700,2024-11-28,20,122,15,4,200,0.25
701,2023-11-12,1,125,3,3,50,0.1
702,2023-06-27,3,37,11,10,50,0.25
703,2024-06-23,6,170,21,14,200,0.1
704,2023-02-10,5,124,14,3,50,0.05
705,2024-12-04,5,35,25,9,75,0.0
706,2024-05-16,1,87,8,5,50,0.25
707,2023-05-25,17,134,18,13,150,0.1
708,2023-07-20,19,196,19,3,50,0.15
709,2024-12-24,14,274,16,5,150,0.05
710,2024-04-05,12,201,2,2,50,0.0
711,2024-07-11,10,285,8,11,50,0.05
712,2024-06-30,20,77,22,4,200,0.15
713,2023-09-10,18,59,6,10,75,0.0
714,2024-01-25,11,126,12,2,75,0.15
715,2024-08-16,2,109,15,2,100,0.05
716,2023-09-13,18,224,25,12,200,0.1
717,2024-12-09,7,278,8,8,200,0.05
718,2024-03-25,15,68,4,1,75,0.05
719,2023-01-10,11,69,15,14,200,0.05
720,2023-08-30,18,165,20,7,75,0.25
721,2023-09-08,12,162,25,5,200,0.15
722,2023-01-05,6,42,17,11,50,0.15
723,2023-04-29,20,109,13,8,75,0.15
724,2024-01-09,13,51,18,1,75,0.25
725,2023-03-06,20,250,2,11,150,0.1
726,2023-05-26,16,21,13,7,200,0.05
727,2023-08-12,18,300,13,5,200,0.1
728,2023-08-27,10,139,22,4,75,0.25
729,2023-06-26,8,92,15,7,50,0.15
730,2023-10-09,18,280,20,10,50,0.05
731,2023-03-04,1,125,10,2,50,0.0
732,2023-08-05,8,111,3,12,200,0.0
733,2024-11-19,6,139,19,1,150,0.1
734,2024-04-05,5,273,3,1,75,0.15
735,2024-09-01,15,99,22,11,100,0.0
736,2023-04-15,15,252,14,12,150,0.1
737,2023-04-09,2,104,8,1,100,0.25
738,2024-05-25,1,214,23,12,150,0.1
739,2024-01-20,11,249,4,5,50,0.1
740,2024-02-09,10,152,20,10,200,0.1
741,2024-06-01,18,250,11,7,100,0.05
742,2024-04-20,18,275,11,2,150,0.1
743,2024-12-09,17,165,11,10,200,0.1
744,2024-10-06,8,8,2,8,100,0.05
745,2024-03-12,15,284,17,4,75,0.05
746,2023-01-23,8,5,9,12,150,0.25
747,2024-07-18,17,145,2,3,75,0.15
748,2024-11-07,12,101,24,10,50,0.0
749,2024-12-14,8,164,15,11,75,0.0
750,2024-04-02,14,147,16,8,75,0.1
751,2023-03-24,4,64,25,2,150,0.25
752,2023-05-25,1,91,4,11,50,0.1
753,2023-03-26,1,117,8,11,75,0.0
754,2023-03-19,19,267,9,13,200,0.05
755,2024-04-01,16,173,5,3,100,0.15
756,2023-01-01,14,47,16,12,75,0.25
757,2023-02-20,16,140,13,3,50,0.05
758,2024-11-15,5,246,7,10,75,0.15
759,2024-12-17,9,149,20,11,100,0.25
760,2024-03-21,2,246,17,1,50,0.25
761,2024-03-24,18,5,3,6,150,0.0
762,2024-05-02,6,184,5,2,50,0.05
763,2023-02-03,9,20,19,1,150,0.25
764,2023-12-14,1,46,12,2,50,0.25
765,2023-04-05,9,12,7,12,100,0.15
766,2023-03-13,16,70,9,6,100,0.0
767,2024-07-04,13,17,6,14,50,0.1
768,2023-06-03,9,147,17,4,75,0.0
769,2023-09-07,13,154,16,6,100,0.1
770,2024-11-04,9,108,23,12,150,0.05
771,2024-03-13,11,236,3,9,150,0.05
772,2023-04-28,4,70,21,13,200,0.25
773,2023-11-02,2,183,4,10,150,0.05
774,2023-09-25,6,250,10,12,200,0.25
775,2023-02-23,14,228,5,10,50,0.0
776,2023-08-24,4,102,21,8,50,0.05
777,2024-01-24,6,75,22,1,50,0.0
778,2024-02-05,19,216,10,13,75,0.0
779,2024-09-15,6,203,12,8,75,0.05
780,2023-10-30,2,192,10,9,200,0.0
781,2023-07-26,18,249,13,6,150,0.05
782,2023-08-17,13,242,11,10,150,0.05
783,2024-07-31,9,179,22,5,50,0.05
784,2023-03-16,19,219,16,6,100,0.1
785,2024-03-10,13,82,8,13,75,0.0
786,2023-04-13,11,92,8,6,75,0.15
787,2024-02-26,1,175,25,9,50,0.05
788,2024-12-04,7,239,8,4,75,0.0
789,2023-11-02,15,260,13,2,50,0.25
790,2023-04-08,1,163,2,11,200,0.05
791,2023-12-01,12,48,12,11,150,0.05
792,2024-03-10,7,116,10,9,100,0.15
793,2024-03-22,15,225,12,2,150,0.1
794,2023-11-04,19,147,11,10,150,0.1
795,2023-09-06,1,63,15,9,200,0.05
796,2023-06-15,17,294,16,2,75,0.0
797,2024-04-25,17,13,17,12,100,0.25
798,2023-12-01,3,189,2,8,75,0.25
799,2024-06-25,12,287,18,9,150,0.0
800,2023-04-16,6,208,12,12,50,0.05
801,2024-07-16,11,114,19,10,150,0.25
802,2023-03-22,3,22,23,9,75,0.1
803,2023-05-13,8,214,18,10,150,0.0
804,2023-05-18,14,171,17,9,50,0.15
805,2023-07-03,14,54,6,2,200,0.05
806,2024-02-05,10,298,25,4,75,0.0
807,2023-11-26,2,126,15,7,150,0.25
808,2024-05-22,14,277,3,12,75,0.05
809,2023-03-10,9,204,6,2,200,0.1
810,2024-06-29,3,194,3,1,150,0.05
811,2023-02-22,8,169,1,3,150,0.05
812,2024-03-25,16,152,13,12,75,0.1
813,2023-07-24,2,35,21,4,75,0.1
814,2023-05-06,6,184,14,8,50,0.05
815,2023-02-12,12,286,13,6,200,0.1
816,2023-04-21,5,57,4,11,50,0.0
817,2024-10-24,2,222,7,2,150,0.1
818,2023-07-02,16,163,22,9,75,0.1
819,2023-04-05,5,19,10,14,150,0.05
820,2024-01-09,15,264,7,2,150,0.0
821,2024-06-03,12,282,21,13,100,0.15
822,2023-12-26,4,113,15,12,100,0.15
823,2024-11-26,15,30,15,5,150,0.25
824,2023-10-08,11,135,4,12,75,0.1
825,2023-07-14,16,67,23,4,150,0.1
826,2023-07-14,6,65,23,13,100,0.0
827,2024-10-28,14,292,6,7,75,0.15
828,2023-04-03,18,25,24,8,150,0.25
829,2024-11-02,12,37,20,5,200,0.0
830,2023-03-02,11,1,5,10,200,0.1
831,2024-09-25,13,37,20,14,150,0.15
832,2023-02-20,11,141,12,14,75,0.25
833,2024-02-07,16,232,1,5,150,0.05
834,2023-01-05,15,136,8,2,150,0.15
835,2024-04-10,15,188,1,8,100,0.25
836,2024-08-26,4,128,5,14,200,0.0
837,2024-11-12,11,201,22,2,100,0.05
838,2024-06-17,19,127,6,10,100,0.25
839,2024-02-09,15,257,21,12,150,0.25
840,2024-05-27,4,164,3,6,100,0.1
841,2024-10-06,13,35,15,8,200,0.15
842,2023-08-21,19,194,5,6,100,0.1
843,2024-06-07,2,191,24,4,200,0.05
844,2023-12-12,14,104,14,13,100,0.25
845,2023-02-15,4,23,18,4,200,0.1
846,2024-06-29,16,265,16,6,100,0.15
847,2023-03-19,20,290,6,14,100,0.05
848,2024-12-30,14,260,25,13,75,0.0
849,2023-03-14,15,75,24,4,200,0.1
850,2023-09-06,3,72,14,8,200,0.05
851,2023-02-16,8,259,24,9,200,0.0
852,2023-05-01,16,188,8,1,50,0.1
853,2023-08-02,10,173,7,13,100,0.05
854,2023-08-27,4,290,8,4,200,0.05
855,2023-02-25,18,45,13,4,50,0.1
856,2023-12-16,2,61,6,2,75,0.05
857,2023-04-17,17,83,18,6,200,0.25
858,2023-02-17,13,123,2,3,200,0.1
859,2024-07-26,4,16,8,7,50,0.05
860,2023-12-03,11,66,11,13,100,0.0
861,2023-01-26,7,145,1,11,75,0.0
862,2023-09-14,12,162,22,11,200,0.25
863,2023-01-08,10,234,6,5,100,0.1
864,2024-09-16,7,144,16,4,75,0.05
865,2023-09-10,13,188,20,5,150,0.05
866,2024-11-22,7,13,12,8,150,0.0
867,2024-12-19,17,184,11,3,75,0.25
868,2023-10-30,10,111,10,14,50,0.0
869,2024-09-30,10,290,3,7,75,0.0
870,2023-02-25,4,295,13,14,75,0.25
871,2024-12-26,20,215,3,6,50,0.1
872,2024-06-09,4,120,15,12,50,0.05
873,2024-04-18,7,55,16,1,100,0.1
874,2023-01-28,1,27,13,13,100,0.15
875,2023-03-19,12,118,17,7,50,0.15
876,2023-08-04,13,221,3,14,150,0.15
877,2024-01-21,10,231,20,13,150,0.25
878,2023-12-31,15,53,11,7,75,0.0
879,2024-10-27,13,295,21,14,200,0.1
880,2024-06-09,9,233,19,12,75,0.05
881,2024-11-29,9,158,22,1,75,0.15
882,2023-11-08,15,269,11,9,200,0.1
883,2023-01-07,10,21,16,6,50,0.15
884,2023-01-03,10,53,21,12,150,0.15
885,2024-09-14,8,275,3,2,75,0.05
886,2023-12-29,16,281,22,5,200,0.25
887,2024-05-22,17,214,6,13,100,0.0
888,2023-10-01,5,31,14,11,75,0.25
889,2024-05-20,4,183,24,4,150,0.1
890,2023-01-15,18,23,18,7,50,0.25
891,2023-07-11,19,32,17,8,75,0.1
892,2024-09-22,4,74,4,11,75,0.1
893,2024-04-29,7,10,23,14,200,0.0
894,2023-01-28,10,54,15,11,100,0.05
895,2024-12-14,18,52,11,1,100,0.0
896,2023-02-08,19,148,3,5,50,0.25
897,2023-09-30,4,160,3,3,150,0.1
898,2023-08-19,10,14,16,1,50,0.15
899,2023-03-27,1,178,5,12,75,0.15
900,2024-04-18,18,53,21,3,75,0.1
901,2023-05-06,5,22,10,14,100,0.0
902,2024-06-20,15,30,19,6,150,0.05
903,2023-05-25,17,191,25,14,200,0.0
904,2024-06-08,3,260,4,7,150,0.1
905,2023-07-31,12,205,19,8,75,0.1
906,2023-01-25,2,59,11,13,200,0.05
907,2024-08-02,1,264,2,11,150,0.25
908,2024-01-29,17,12,10,4,150,0.25
909,2023-03-08,16,119,11,3,200,0.05
910,2023-08-21,5,290,25,5,75,0.25
911,2023-04-19,15,248,20,9,150,0.15
912,2023-05-26,3,127,16,13,200,0.25
913,2023-04-21,7,75,19,6,75,0.25
914,2023-08-16,11,204,23,9,200,0.25
915,2023-04-21,10,49,24,6,200,0.15
916,2024-04-14,9,79,11,2,150,0.25
917,2023-02-03,14,241,14,13,75,0.15
918,2024-09-14,13,154,2,5,150,0.05
919,2024-01-04,2,274,23,12,50,0.0
920,2024-08-17,3,96,5,11,50,0.05
921,2024-07-07,7,214,5,9,75,0.0
922,2024-02-29,18,294,19,8,200,0.05
923,2024-09-04,3,209,21,7,150,0.0
924,2024-06-01,10,88,12,1,150,0.0
925,2024-11-22,7,264,18,4,75,0.1
926,2023-10-09,9,157,4,12,75,0.0
927,2023-11-16,17,156,22,7,50,0.0
928,2024-03-18,11,139,17,11,100,0.1
929,2023-11-11,7,121,10,7,75,0.25
930,2024-01-12,14,65,20,6,100,0.25
931,2023-10-16,19,107,6,8,75,0.1
932,2024-03-12,4,147,25,11,200,0.15
933,2024-10-23,6,137,14,13,200,0.0
934,2023-10-04,10,162,11,6,50,0.0
935,2024-12-10,7,100,11,10,50,0.1
936,2024-08-04,13,141,18,3,100,0.1
937,2024-05-17,14,83,23,4,75,0.15
938,2024-09-15,4,177,22,14,150,0.25
939,2024-05-30,8,198,18,3,50,0.05
940,2023-12-16,5,112,24,1,150,0.25
941,2024-03-21,1,56,23,10,150,0.0
942,2023-12-16,4,179,11,5,75,0.1
943,2024-08-29,3,186,21,1,100,0.15
944,2024-10-25,9,218,12,1,75,0.25
945,2023-05-17,8,217,5,2,50,0.15
946,2023-08-31,1,120,23,13,150,0.25
947,2024-06-26,6,175,9,4,75,0.0
948,2023-02-09,9,23,25,6,75,0.05
949,2023-08-17,7,213,9,8,75,0.15
950,2024-07-01,4,235,22,13,50,0.15
951,2023-08-11,13,13,10,3,100,0.05
952,2023-01-06,17,101,22,1,75,0.15
953,2023-11-18,2,24,19,3,50,0.15
954,2024-04-12,5,11,1,12,150,0.25
955,2023-03-16,12,273,7,3,200,0.25
956,2023-01-04,8,281,4,5,50,0.05
957,2024-10-07,6,94,1,11,200,0.0
958,2023-04-28,8,201,15,12,75,0.15
959,2024-08-28,18,21,8,12,75,0.0
960,2024-05-18,3,211,12,4,50,0.05
961,2024-07-27,12,140,22,13,200,0.05
962,2024-03-16,3,293,22,4,75,0.25
963,2023-07-13,6,298,18,9,150,0.15
964,2024-12-15,2,101,15,7,100,0.1
965,2024-01-27,12,28,17,4,100,0.05
966,2023-01-26,2,41,14,3,75,0.15
967,2024-03-10,6,146,14,6,200,0.0
968,2023-06-22,17,256,18,3,75,0.25
969,2023-10-27,3,227,20,6,200,0.0
970,2024-10-06,2,236,18,11,150,0.05
971,2023-11-22,20,13,16,13,200,0.05
972,2024-02-14,8,210,1,11,75,0.0
973,2023-04-28,12,229,23,13,150,0.05
974,2024-12-24,4,100,11,13,50,0.15
975,2023-08-13,5,31,15,12,100,0.05
976,2024-06-15,13,16,12,9,75,0.25
977,2023-04-23,15,137,8,6,75,0.15
978,2023-05-20,16,166,22,12,75,0.1
979,2024-07-12,10,100,20,4,150,0.05
980,2023-01-01,16,109,6,5,50,0.05
981,2023-03-31,12,173,3,13,200,0.25
982,2024-10-15,17,237,24,6,50,0.25
983,2023-11-16,16,162,13,11,150,0.0
984,2024-07-03,12,216,13,3,75,0.0
985,2023-05-19,8,264,2,8,100,0.0
986,2024-05-25,20,263,5,4,75,0.25
987,2023-09-16,3,292,17,8,200,0.0
988,2024-11-03,16,274,6,10,100,0.0
989,2024-11-20,13,3,2,10,75,0.1
990,2023-01-10,19,28,4,3,100,0.0
991,2023-09-18,8,149,22,10,50,0.05
992,2024-10-11,5,28,11,7,150,0.25
993,2023-06-21,20,65,8,11,75,0.15
994,2023-01-13,8,21,12,13,200,0.1
995,2023-06-17,12,252,8,12,50,0.25
996,2024-10-03,1,235,11,9,75,0.25
997,2024-08-18,20,227,22,4,50,0.05
998,2023-11-17,6,13,20,8,200,0.0
999,2023-11-15,18,49,8,3,75,0.05
1000,2024-09-04,8,118,8,7,200,0.0
1001,2023-11-25,7,54,17,3,100,0.0
1002,2024-07-03,1,138,20,12,200,0.25
1003,2024-02-23,16,53,20,7,100,0.0
1004,2024-08-28,12,44,23,14,75,0.1
1005,2023-04-05,6,53,16,11,100,0.1
1006,2024-08-03,20,74,14,10,75,0.1
1007,2023-11-14,2,46,11,10,75,0.25
1008,2023-08-24,14,13,7,11,150,0.05
1009,2023-11-30,4,165,16,11,75,0.15
1010,2024-01-11,1,102,13,6,100,0.0
1011,2024-04-03,18,280,15,2,150,0.15
1012,2023-05-17,13,258,24,11,150,0.05
1013,2024-08-10,2,138,16,3,75,0.05
1014,2024-06-30,9,163,21,6,200,0.25
1015,2024-05-27,2,111,23,14,200,0.1
1016,2023-10-23,9,102,24,4,150,0.1
1017,2023-11-16,1,17,9,6,75,0.05
1018,2024-07-25,11,268,3,1,200,0.25
1019,2023-12-15,3,182,19,10,75,0.25
1020,2023-08-17,20,24,20,12,75,0.0
1021,2023-09-27,4,29,5,1,150,0.1
1022,2023-10-18,18,171,10,3,150,0.05
1023,2024-12-25,6,228,17,8,50,0.15
1024,2023-06-14,3,188,15,8,200,0.1
1025,2023-01-05,11,230,23,11,200,0.0
1026,2024-01-14,15,119,25,4,200,0.25
1027,2023-03-19,5,156,8,6,100,0.05
1028,2024-02-14,20,272,15,8,75,0.1
1029,2024-07-27,10,175,21,7,150,0.15
1030,2023-05-12,12,104,14,11,200,0.0
1031,2024-08-23,15,92,20,7,50,0.0
1032,2023-02-11,17,186,7,13,200,0.1
1033,2023-03-30,10,283,21,4,75,0.15
1034,2024-02-06,6,181,23,9,75,0.0
1035,2023-10-23,18,170,12,12,150,0.05
1036,2023-10-22,13,187,17,10,100,0.0
1037,2024-09-07,3,175,17,6,150,0.15
1038,2024-06-09,10,222,10,14,200,0.25
1039,2024-11-21,14,233,19,12,50,0.25
1040,2024-09-28,6,162,14,11,150,0.1
1041,2024-02-26,3,134,11,3,100,0.15
1042,2023-01-23,16,224,2,5,150,0.0
1043,2024-07-28,7,153,18,5,75,0.0
1044,2023-05-23,20,33,7,14,200,0.25
1045,2024-10-26,14,55,12,5,200,0.25
1046,2023-05-25,9,7,2,8,200,0.05
1047,2023-08-13,15,244,20,9,200,0.25
1048,2024-05-17,3,126,18,13,200,0.05
1049,2024-09-07,2,12,6,9,200,0.0
1050,2023-04-14,2,16,24,13,50,0.05
1051,2023-02-08,3,208,10,6,100,0.05
1052,2023-07-17,18,43,20,6,200,0.1
1053,2024-10-07,14,135,15,9,100,0.25
1054,2024-08-01,20,228,5,4,200,0.05
1055,2024-01-26,18,111,20,6,150,0.0
1056,2023-06-28,10,160,3,4,200,0.15
1057,2024-07-07,2,264,5,11,75,0.05
1058,2024-03-23,1,225,25,1,50,0.25
1059,2024-05-14,4,217,8,7,150,0.1
1060,2023-01-15,14,45,8,14,150,0.0
1061,2024-09-14,1,214,8,10,75,0.1
1062,2024-10-30,14,59,12,11,200,0.15
1063,2023-10-16,16,132,24,12,50,0.05
1064,2024-04-22,14,104,23,6,150,0.05
1065,2023-08-19,20,195,8,9,50,0.25
1066,2024-02-24,3,157,11,7,150,0.05
1067,2023-06-06,3,98,14,13,200,0.0
1068,2024-07-03,9,226,8,7,150,0.15
1069,2024-03-16,6,205,24,2,150,0.1
1070,2023-04-07,13,79,10,12,100,0.15
1071,2024-02-15,2,124,7,11,200,0.05
1072,2023-10-16,8,218,17,9,75,0.1
1073,2023-09-11,2,4,4,10,75,0.25
1074,2023-07-15,4,90,13,9,200,0.15
1075,2024-08-20,15,104,4,6,75,0.1
1076,2024-06-05,4,119,5,13,200,0.1
1077,2024-05-31,13,133,22,3,75,0.1
1078,2024-09-26,12,96,4,1,100,0.0
1079,2023-04-28,13,143,18,4,75,0.15
1080,2023-06-08,14,288,6,14,150,0.1
1081,2023-08-16,20,28,24,14,200,0.15
1082,2023-08-04,18,278,24,3,50,0.1
1083,2024-11-26,6,233,23,14,50,0.25
1084,2023-01-15,11,17,22,12,200,0.25
1085,2023-06-06,2,59,2,1,100,0.25
1086,2024-10-09,19,90,23,3,75,0.05
1087,2023-09-18,19,199,11,14,100,0.1
1088,2023-06-06,5,26,14,14,50,0.05
1089,2023-02-16,19,25,5,4,200,0.15
1090,2023-11-20,2,267,6,13,200,0.05
1091,2024-11-15,10,181,10,13,100,0.15
1092,2023-05-10,2,68,8,14,100,0.15
1093,2024-02-15,11,49,14,8,75,0.15
1094,2023-04-05,18,175,24,9,150,0.05
1095,2024-09-18,15,52,3,3,150,0.1
1096,2023-10-19,9,102,12,6,75,0.05
1097,2023-10-10,19,216,16,10,150,0.1
1098,2023-03-10,9,188,23,11,50,0.1
1099,2024-10-21,3,57,17,5,150,0.15
1100,2023-01-11,9,47,1,6,75,0.05
1101,2023-09-11,14,159,23,4,150,0.1
1102,2024-07-03,19,174,10,10,200,0.25
1103,2023-05-14,7,242,25,6,100,0.1
1104,2024-12-12,16,282,23,7,50,0.25
1105,2023-01-23,16,241,10,9,200,0.05
1106,2023-12-12,1,5,21,10,200,0.05
1107,2023-10-29,4,84,24,7,75,0.05
1108,2023-12-29,4,248,2,6,100,0.1
1109,2024-01-31,7,54,9,1,100,0.0
1110,2023-08-06,8,161,22,2,50,0.1
1111,2023-05-21,17,226,13,1,75,0.1
1112,2024-09-07,5,15,25,9,50,0.15
1113,2023-07-29,7,224,16,10,150,0.15
1114,2024-09-14,20,61,18,10,200,0.1
1115,2024-09-07,20,122,19,9,50,0.25
1116,2024-11-13,4,277,12,7,200,0.15
1117,2024-04-04,6,46,8,13,75,0.1
1118,2023-12-22,7,294,17,2,150,0.0
1119,2023-11-20,18,62,15,6,75,0.25
1120,2023-05-13,5,86,10,11,150,0.05
1121,2023-05-07,20,210,15,4,150,0.1
1122,2023-04-16,3,78,15,1,200,0.1
1123,2024-08-26,7,202,23,1,75,0.25
1124,2024-01-13,14,223,7,12,75,0.15
1125,2023-02-20,7,222,13,5,50,0.15
1126,2023-01-29,5,3,17,12,75,0.15
1127,2024-04-06,5,6,9,2,50,0.05
1128,2023-10-23,2,93,8,4,100,0.25
1129,2023-10-24,6,8,20,1,100,0.25
1130,2024-12-26,15,235,21,4,100,0.15
1131,2024-02-11,10,108,18,11,75,0.15
1132,2024-09-04,7,161,13,6,75,0.0
1133,2024-02-09,5,209,16,10,50,0.0
1134,2023-12-12,1,240,9,4,150,0.1
1135,2024-09-13,13,50,12,1,50,0.1
1136,2024-02-24,18,11,12,7,100,0.25
1137,2023-07-01,13,156,6,14,50,0.25
1138,2023-01-01,18,70,19,2,150,0.05
1139,2024-07-20,5,169,7,9,75,0.05
1140,2024-01-06,13,272,25,13,50,0.0
1141,2024-10-22,4,68,3,3,100,0.1
1142,2024-03-06,17,252,16,8,100,0.0
1143,2023-11-05,3,48,18,13,75,0.0
1144,2023-05-17,17,184,16,8,50,0.1
1145,2023-07-21,11,187,23,3,150,0.05
1146,2024-03-11,20,90,7,4,75,0.1
1147,2023-11-09,4,139,4,2,50,0.15
1148,2023-04-27,2,89,25,4,200,0.15
1149,2024-10-27,20,274,8,11,100,0.15
1150,2024-07-28,16,19,13,11,150,0.25
1151,2023-09-01,18,154,13,11,150,0.05
1152,2024-06-20,8,260,17,14,150,0.05
1153,2024-08-24,3,108,17,9,100,0.25
1154,2023-03-16,9,285,5,2,50,0.0
1155,2024-01-21,20,59,6,12,75,0.15
1156,2023-07-29,6,125,19,12,50,0.15
1157,2024-04-19,10,273,13,13,75,0.0
1158,2024-02-22,10,107,25,3,150,0.1
1159,2023-12-13,13,299,14,11,50,0.1
1160,2024-06-12,17,245,22,11,150,0.05
1161,2024-10-01,9,247,4,4,200,0.25
1162,2023-06-28,17,8,7,5,150,0.05
1163,2023-07-01,9,141,8,1,150,0.1
1164,2024-10-25,9,8,25,7,75,0.0
1165,2023-01-25,1,94,13,14,200,0.05
1166,2023-06-29,2,39,6,10,150,0.15
1167,2024-12-10,16,81,6,7,150,0.15
1168,2024-05-15,1,187,24,9,200,0.0
1169,2023-06-10,10,84,21,4,200,0.1
1170,2023-06-26,18,88,3,14,50,0.15
1171,2023-10-12,8,242,3,14,75,0.15
1172,2023-03-04,11,93,13,6,200,0.25
1173,2024-10-23,2,86,22,11,200,0.05
1174,2024-10-27,8,44,2,2,100,0.1
1175,2023-06-05,8,137,16,12,200,0.05
1176,2024-04-13,17,74,22,12,75,0.1
1177,2023-02-18,15,36,6,14,150,0.15
1178,2023-03-25,17,101,8,4,150,0.25
1179,2023-12-27,13,156,23,2,150,0.05
1180,2024-11-19,19,255,8,10,150,0.15
1181,2023-05-28,5,171,25,5,100,0.1
1182,2024-09-21,12,216,6,7,200,0.05
1183,2023-12-08,1,170,14,13,150,0.05
1184,2024-04-20,5,252,3,1,50,0.15
1185,2023-03-04,8,55,10,10,150,0.05
1186,2024-12-01,13,91,3,10,200,0.25
1187,2023-12-26,8,278,12,7,150,0.25
1188,2024-07-14,11,101,17,10,100,0.15
1189,2023-11-23,1,155,5,13,75,0.1
1190,2023-05-21,13,141,20,6,75,0.15
1191,2023-08-03,19,173,25,6,200,0.25
1192,2024-03-10,3,10,9,12,75,0.0
1193,2024-12-23,17,228,21,8,75,0.0
1194,2023-11-14,5,265,20,8,50,0.05
1195,2023-02-01,20,248,7,6,200,0.05
1196,2024-10-31,8,247,22,3,200,0.0
1197,2023-10-12,14,155,4,5,75,0.25
1198,2023-11-01,4,34,13,2,75,0.05
1199,2024-03-04,11,129,13,14,75,0.15
1200,2024-04-21,20,160,10,5,100,0.15
